"","ProfileName","ManipulatorPosition.AxisPosition","ManipulatorPosition.AxisPosition.1","ManipulatorPosition.AxisPosition.2","ManipulatorPosition.AxisPosition.3","ManipulatorPosition.AxisPosition.4","CTAxisOffset","XraySettings.Settings.kV","XraySettings.Settings.uA","XrayFilterMaterial","XrayFilterThickness","XrayHead","XrayHeadNumber","ShadingCorrections.CorrectionName","FluxNormalisation","FluxNormalisationRect.Location.X","FluxNormalisationRect.Location.Y","FluxNormalisationRect.Size.Width","FluxNormalisationRect.Size.Height","FluxNormalisationRect.X","FluxNormalisationRect.Y","FluxNormalisationRect.Width","FluxNormalisationRect.Height","IntensifierField","IrisDemand","ImagingSettings.transform","ImagingSettings.imageOffsetX","ImagingSettings.imageOffsetY","ImagingSettings.imageSizeX","ImagingSettings.imageSizeY","ImagingSettings.defaultImagingMode","ImagingSettings..attrs.exposure","ImagingSettings..attrs.gain","ImagingSettings..attrs.brightness","ImagingSettings..attrs.digitalGain","ImagingSettings..attrs.binning","ImagingSettings..attrs.WhiteToBlackLatency","ImagingSettings..attrs.BlackToWhiteLatency","ImagingSettings..attrs.WhiteToWhiteLatency","ImagingSettings..attrs.lines","ImagingSettings..attrs.accumulation","ScanFlatPanel","PanelScanImages","DetectorPixelSizeMM","MinimiseRingArtefacts","Reconstruct","ReconstructionPCName","DualEnergy","ReferenceImageFrames","OptimiseProjections","Projections","FramesPerProjection","VolumeOfInterest.XStart","VolumeOfInterest.XEnd","VolumeOfInterest.YStart","VolumeOfInterest.YEnd","VolumeOfInterest.ZStart","VolumeOfInterest.ZEnd","ReconstructionQuality","BeamHardeningPreset","NoiseReductionPreset","LinearInterpolation","MedianFilterSize","CalculateCentreOfRotation","ApplyRodCorrection","Delay.Hours","Delay.Minutes","Delay.Seconds","filenm"
"11","BAEn_CaseStudy1_prj1_2nd_4","0","494.2","-121.56","0","0","0","85","35","Copper","0","Reflection 225","0","General","true","109","110","120","121","109","110","120","121","0","100","1","24","224","2000","1600","Histogram","1415","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","0","1997","0","1997","236","1261","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Denissenko_Foam_freecats_01 [2013-10-08 15.11.28]/Denissenko_Foam_freecats_01.ctprofile.xml"
"12","BAEn_CaseStudy1_prj1_2nd_4","0","494.2","-121.5577","-291.2768","0","0","85","35","Copper","0","Reflection 225","0","General","true","109","110","120","121","109","110","120","121","0","100","1","24","224","2000","1600","Histogram","1415","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","0","1997","0","1997","236","1261","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Denissenko_Foam_freecats_022 [2013-10-08 13.47.03]/Denissenko_Foam_freecats_022.ctprofile.xml"
"13","BM_tabletC","0","503.57","-44.58","0","0","0","85","35","None","0","Reflection 225","0","Generic","true","1851","179","148","139","1851","179","148","139","0","100","1","24","224","2000","1600","Histogram","1415","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","0","1997","0","1997","173","1437","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Denissenko_foam_square_13ppm [2013-11-06 16.06.19]/Denissenko_foam_square_13ppm.ctprofile.xml"
"14","Ferrari_caliper_1_A","0","307.8532","182.1902","-1.5111","0","0","310","277","Tin","4.5","Reflection 320","4","Generic","true","15","15","153","190","15","15","153","190","0","100","1","0","20","2000","2000","Histogram","2829","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","0","1997","374","1708","138","1997","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Ferrari_caliper_1_A [2014-06-04 10.18.11]/Ferrari_caliper_1_A.ctprofile.xml"
"15","Ferrari_caliper_1_A","0","307.8532","182.1902","-1.5111","0","0","310","277","Tin","4.5","Reflection 320","4","Generic","true","15","15","153","190","15","15","153","190","0","100","1","0","20","2000","2000","Histogram","2829","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","0","1997","374","1708","138","1997","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Ferrari_caliper_1_A2 [2014-06-04 11.03.20]/Ferrari_caliper_1_A2.ctprofile.xml"
"16","Ferrari_caliper_1_A","0","426.5539","182.1902","71.574","0","0","310","277","Tin","4.5","Reflection 320","4","Generic","true","15","15","153","190","15","15","153","190","0","100","1","0","20","2000","2000","Histogram","2829","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","346","1594","0","1997","0","1937","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Ferrari_caliper_1_B [2014-06-04 17.06.52]/Ferrari_caliper_1_B.ctprofile.xml"
"17","Ferrari_caliper_1_A","0","426.55","182.19","71.57","0","0","305","282","Tin","4.5","Reflection 320","4","Generic","true","1848","1827","106","136","1848","1827","106","136","0","100","1","0","20","2000","2000","Histogram","2829","5","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","346","1594","0","1997","0","1937","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Ferrari_caliper_1_B3 [2014-06-05 00.30.41]/Ferrari_caliper_1_B3.ctprofile.xml"
"18","Inside-Out_White_Check","0","468.8106","-200.0722","119.4102","0","0","125","24","None","0","Reflection 225","0","Generic","false","10","10","18","36","10","10","18","36","0","100","1","0","20","2000","2000","Histogram","4000","2","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","true","3142","1","0","1997","0","1997","0","1997","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/FoamTest [2014-07-14 20.14.45]/FoamTest.ctprofile.xml"
"19","Inside-Out_Penumbra_Investigation_x1.63mag","0","459.45","275","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x1.63mag [2013-11-13 13.03.05]/Inside-Out_Penumbra_Investigation_x1.63mag.ctprofile.xml"
"20","Inside-Out_Penumbra_Investigation_x1.63mag_v2","0","459.45","275","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x1.63mag_v2 [2013-11-13 14.09.12]/Inside-Out_Penumbra_Investigation_x1.63mag_v2.ctprofile.xml"
"21","Inside-Out_Penumbra_Investigation_x10mag","0","459.45","-173.0665","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x10mag [2013-11-13 13.14.46]/Inside-Out_Penumbra_Investigation_x10mag.ctprofile.xml"
"22","Inside-Out_Penumbra_Investigation_x12mag","0","459.45","-187.7715","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x12mag [2013-11-13 13.16.59]/Inside-Out_Penumbra_Investigation_x12mag.ctprofile.xml"
"23","Inside-Out_Penumbra_Investigation_x14mag","0","459.45","-197.9945","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x14mag [2013-11-13 13.19.07]/Inside-Out_Penumbra_Investigation_x14mag.ctprofile.xml"
"24","Inside-Out_Penumbra_Investigation_x16mag","0","459.45","-205.5309","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x16mag [2013-11-13 13.21.16]/Inside-Out_Penumbra_Investigation_x16mag.ctprofile.xml"
"25","Inside-Out_Penumbra_Investigation_x18mag","0","459.45","-211.8137","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x18mag [2013-11-13 13.23.27]/Inside-Out_Penumbra_Investigation_x18mag.ctprofile.xml"
"26","Inside-Out_Penumbra_Investigation_x20mag","0","459.45","-216.6468","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x20mag [2013-11-13 13.25.39]/Inside-Out_Penumbra_Investigation_x20mag.ctprofile.xml"
"27","Inside-Out_Penumbra_Investigation_x22mag","0","459.45","-220.5936","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x22mag [2013-11-13 13.28.47]/Inside-Out_Penumbra_Investigation_x22mag.ctprofile.xml"
"28","Inside-Out_Penumbra_Investigation_x24mag","0","459.45","-223.8914","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x24mag [2013-11-13 13.30.58]/Inside-Out_Penumbra_Investigation_x24mag.ctprofile.xml"
"29","Inside-Out_Penumbra_Investigation_x26mag","0","459.45","-226.6068","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x26mag [2013-11-13 13.33.10]/Inside-Out_Penumbra_Investigation_x26mag.ctprofile.xml"
"30","Inside-Out_Penumbra_Investigation_x28mag","0","459.45","-229.1242","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x28mag [2013-11-13 13.50.18]/Inside-Out_Penumbra_Investigation_x28mag.ctprofile.xml"
"31","Inside-Out_Penumbra_Investigation_x2mag","0","459.45","175.2802","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x2mag [2013-11-13 13.05.22]/Inside-Out_Penumbra_Investigation_x2mag.ctprofile.xml"
"32","Inside-Out_Penumbra_Investigation_x30mag","0","459.45","-231.1717","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x30mag [2013-11-13 13.55.47]/Inside-Out_Penumbra_Investigation_x30mag.ctprofile.xml"
"33","Inside-Out_Penumbra_Investigation_x32mag","0","459.45","-233.007","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x32mag [2013-11-13 13.57.59]/Inside-Out_Penumbra_Investigation_x32mag.ctprofile.xml"
"34","Inside-Out_Penumbra_Investigation_x34mag","0","459.45","-234.5936","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x34mag [2013-11-13 14.00.08]/Inside-Out_Penumbra_Investigation_x34mag.ctprofile.xml"
"35","Inside-Out_Penumbra_Investigation_x36mag","0","459.45","-236.0338","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x36mag [2013-11-13 14.02.19]/Inside-Out_Penumbra_Investigation_x36mag.ctprofile.xml"
"36","Inside-Out_Penumbra_Investigation_x38mag","0","459.45","-237.3005","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x38mag [2013-11-13 14.04.27]/Inside-Out_Penumbra_Investigation_x38mag.ctprofile.xml"
"37","Inside-Out_Penumbra_Investigation_x40mag","0","459.45","-238.4058","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x40mag [2013-11-13 14.06.34]/Inside-Out_Penumbra_Investigation_x40mag.ctprofile.xml"
"38","Inside-Out_Penumbra_Investigation_x4mag","0","459.45","-41.7031","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x4mag [2013-11-13 13.07.44]/Inside-Out_Penumbra_Investigation_x4mag.ctprofile.xml"
"39","Inside-Out_Penumbra_Investigation_x6mag","0","459.45","-114.7564","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x6mag [2013-11-13 13.10.00]/Inside-Out_Penumbra_Investigation_x6mag.ctprofile.xml"
"40","Inside-Out_Penumbra_Investigation_x8mag","0","459.45","-151.1646","0","0","0","225","999","Copper","2","Reflection 225","0","Inside-Out_Penumbra_Test","true","148","110","80","84","148","110","80","84","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","0","1997","0","1997","0","1597","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside-Out_Penumbra_Investigation_x8mag [2013-11-13 13.12.14]/Inside-Out_Penumbra_Investigation_x8mag.ctprofile.xml"
"41","BM_tabletC","0","389.23","-85.63","0","0","0","250","480","Copper","4","Reflection 320","4","Generic","true","149","96","100","136","149","96","100","136","0","100","1","24","224","2000","1600","Histogram","1415","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","513","1437","538","1447","204","1598","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside_Out_120W_1.4s [2013-10-29 15.28.42]/Inside_Out_120W_1.4s.ctprofile.xml"
"42","BM_tabletC","0","389.23","-85.63","0","0","0","250","700","Copper","4","Reflection 320","4","Generic","true","149","96","100","136","149","96","100","136","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","513","1437","538","1447","204","1598","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside_Out_175W_1s [2013-10-29 15.38.34]/Inside_Out_175W_1s.ctprofile.xml"
"43","BM_tabletC","0","329.0109","-85.63","0","0","0","250","700","Copper","4","Reflection 320","4","Generic","true","149","96","100","136","149","96","100","136","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","513","1437","538","1447","204","1598","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside_Out_175W_1s_Stationary_Centre [2013-10-29 17.19.23]/Inside_Out_175W_1s_Stationary_Centre.ctprofile.xml"
"44","BM_tabletC","0","329.0109","-85.63","0","0","0","250","700","Copper","4","Reflection 320","4","Generic","true","149","96","100","136","149","96","100","136","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","513","1437","538","1447","204","1598","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside_Out_175W_1s_Stationary_Hard_Left 2 [2013-10-29 17.26.24]/Inside_Out_175W_1s_Stationary_Hard_Left 2.ctprofile.xml"
"45","BM_tabletC","0","329.0109","-85.63","0","0","0","250","700","Copper","4","Reflection 320","4","Generic","true","149","96","100","136","149","96","100","136","0","100","1","24","224","2000","1600","Histogram","1000","3","0","0","0","20000","10000","1000","0","0","false","2","0.2","false","false","RECONPC","false","0","false","100","1","513","1437","538","1447","204","1598","100","0","0","true","1","true","false","0","0","0","X:/Nikon data/Inside_Out_175W_1s_Stationary_Hard_Right [2013-10-29 17.30.25]/Inside_Out_175W_1s_Stationary_Hard_Right.ctprofile.xml"
